化合物名,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
"(1S,2R,5R)-(+)-Isomenthol",-9.163455429240166,-32.065961170726794,-17.24010716880417,-11.074357879412792,3.891245836077132,3.8523489428069295,-8.084400339186715,17.186237075485938,9.764309565813157,13.069474937056661,-2.3391974157447333,-24.101352423441064,-1.2250944474396337,-2.7048213206936675,-11.229916329874191
(1R)-(-)-Myrtenol,-18.579989852574737,-43.53349116677633,-9.017745279206352,-7.561750085760484,3.7051314367272874,-3.58702663645574,3.84539302273932,2.0181708980406947,1.2515076842871282,-8.320517591255618,-2.2699615447036416,1.5521147123257681,8.959597007509396,1.2892695279797899,6.93619482285592
(1R)-(+)-Nopinone,-54.210543055012664,-3.659360351595117,5.7391023923755755,14.387679592931274,15.488997847081801,15.001287733075886,2.2654169602657093,16.199453579428,10.233830068540659,-35.46492452616129,-21.96547008261888,6.820215977094132,44.111932493611185,2.926010590621166,-12.320483963395622
(1S)-(-)-β-Pinene,-11.278468856534623,-41.98038871679901,-11.659805629640545,-15.601471913687341,4.748754494320573,-0.643333428828191,2.905096441244339,0.9564316251276961,-2.8262006214584097,-6.471547417566414,-6.649821524461857,2.812574564041958,8.050479368599817,-6.141022436663872,-3.740382862238702
(1S)-(-)-α-Pinene,-16.181054999406257,-42.7743514256603,-3.8362201641974925,-9.202997327542837,4.876117461035723,-1.7746133140395552,-0.5977646740690843,-0.5037696833654037,-8.569891295519097,-2.2830595274115337,-0.5259442895471865,-1.2211854098948023,2.7713523458307825,-3.244197731417139,-1.0323094562601194
(1R)-(-)-Nopol,-11.594736763738231,-41.46534174805988,-5.249930471521806,-6.39814399275361,3.1971369509182543,-3.336571495940663,0.1226691804848027,-2.051020012341636,-12.012796144888966,-7.810042384213559,4.012138459819357,0.17640767319403017,4.904063059158392,0.3779095066453244,-0.15864884794714673
(1R)-(-)-Myrtenal,7.1726171088467305,-69.83658265531771,-20.47976525728966,-7.175358632973599,1.277296651440154,27.132397933508724,34.60645320655565,-4.243296090443058,14.081327789787506,-15.334502452336736,17.652319221959203,2.0112874926670385,-17.319648629686235,24.26660428475889,8.551884020119374
(-)-α-Pinene oxide,-9.002802828898261,-43.168675084096286,-0.1995825762408992,-10.253353329838198,3.101843988919357,-3.5976492788498824,-1.2308684502881084,-1.3377741162652428,-12.632855218383115,-1.325931292557033,-1.3961384197892854,2.658408690611734,8.064586792112866,-3.251418783355215,-1.8274425683111297
Myrtenyl chloride,-15.427860708958917,-42.10507627775591,-4.419832778672473,-4.518278444503809,3.892954591166754,0.10988906675284293,1.5560701839509334,-0.639105168107207,-7.450864973833345,-6.272455212264823,-1.4142834053140778,-2.462932948851712,7.954006101896091,0.5044050679066102,3.717781082785192
Nopyl chloride,-15.338049092227466,-42.94102965048198,-4.001687934618573,-7.173690194038231,6.133899440176139,-2.1857335621376097,2.0188661682303466,-0.7754076410395212,-11.093281691784933,-9.529004769821192,3.1823049863397204,-2.301955885976687,5.28314662548193,1.1979398306589313,1.0921082048306665
(1R)-(-)-Nopol benzyl ether,-8.732819610297371,-41.75389263695143,-5.582198612551148,-1.5897565308923467,1.6008311637922628,-5.862184953680501,1.5064333233835503,-2.0916549950550785,-11.16982378452038,-16.357384601211074,5.321650914856092,7.214021444936475,10.908234685263992,4.000814023446829,-2.752440096379073
"(1R,2R,5R)-(+)-2-Hydroxy-3-pinanone",-22.755769479897747,-34.173832160144386,11.205431962993693,30.78030699462446,9.656876313952505,45.83109701931924,-13.225787950338862,-78.11079440781066,13.73567557017218,-26.728027588243116,8.387978860673797,-46.70228792381681,2.9740842499251716,-43.78835220274291,-57.245088945043946
(S)-(+)-2-Pentanol,-16.28438133729093,-38.52290667362007,-6.156924581968539,-6.344007658881341,1.7990135304714707,-2.018405529612153,-2.0928325432091524,6.935046251950458,-2.082159588449226,-0.04033904576360806,-0.8983184095324673,-11.132606139917604,4.892005255499856,1.9684584926318383,4.491499960235876
(S)-(+)-2-Decanol,-12.356119902170905,-39.726550180066816,-2.7754085620623354,-8.404765795038195,0.5382600722389528,-2.2985886732478282,-4.454490814854052,5.928995465609726,-6.72675345090013,-0.5407367978782691,3.2267832218573083,-6.337727421992377,1.7760384940888911,5.55840255037718,5.568760032461427
(S)-(+)-2-Hexanol,-11.26214175616089,-40.65163934003457,-5.2251279735774965,-8.931986001632401,3.145095819017237,-1.5108710748247651,-3.316403770412065,9.292525899458163,-3.3218549474061905,2.5687645164286685,2.961707139474361,-10.377921687380164,-2.9700206338323873,-0.3383374011846066,6.8791754769641065
(S)-(-)-2-Methyl-1-butanol,-9.646729942353659,-36.007185393244804,-4.309372877056069,-10.929916414778726,2.1140739042451604,0.8848836157961105,-0.17013005487876434,0.822558727513647,-6.476245006737503,-2.1264501466968304,-2.4504344967520413,-1.1938906637613982,-1.8843775423145166,-6.341640934537909,4.346601671506836
(1S)-(-)-α-Pinene,-12.289270794537327,-42.68912852659249,-4.361502431671965,-5.604888578418297,3.7507377334878025,-3.5986040923950857,-1.1918272369037244,-2.1037496009130736,-12.078404327783218,-5.5172646393569185,3.608559391079897,0.013985439252071184,3.5329421283091973,-2.5162545152738085,-4.503048389996657
(S)-(+)-5-Methyl-1-heptanol,-12.80669519828605,-39.44622488596088,-5.613683567759524,-7.305687964959647,1.6711151745131674,-1.5445069532386921,-2.5641453122398454,2.211415821626745,-2.2752571990502624,-0.2675266542937994,-1.5724027565428567,-1.7602719000190625,3.1173803418740316,-5.268277253114971,-0.18367320140445714
(S)-(+)-3-Methyl-1-pentanol,-12.756645283523584,-43.05331932566578,-7.5163798002164395,-4.772502014356915,3.3196284283680817,-0.14921073860444167,-2.3936206957684036,0.6500297396928093,-3.5146088719446955,1.3579405873688102,1.0228336293917597,-0.7101136535935616,5.4466496570145715,2.2414245220873785,3.488794824872051
(S)-(+)-4-Methyl-1-hexanol,-14.650119190058971,-42.139093099663945,-6.4998915696024655,-6.403799087027741,4.239991455044769,-1.4520888397382716,-0.09364992157498686,3.3588298010438806,-4.942133124992772,1.1084160029498407,-2.4707873120957773,-2.785571072525669,-0.33046620565689966,-3.026033872622488,2.1443087528889726
(S)-(-)-β-Citronellol,-8.432059827483336,-39.441596500449435,-2.9065349515543986,-7.054124390547323,0.06428388211025977,0.7716732770558149,-2.8278578401319976,-1.0362025262899042,-2.447379605875907,0.5604286422967968,-1.3695889843483002,0.24317295259906427,1.1278677520742175,-0.056998772081210125,0.4461325901034111
(1R)-(+)-Camphor,-59.1359388628224,11.938278341467994,-6.467476938563754,-18.70505679739676,22.28543284967598,-32.05919313608086,19.600617373809698,-32.00195500711459,-19.566459544406214,0.8253689123325402,-3.4193937105400307,34.73571177806342,10.227701414558487,-4.601619378577645,4.123697530992976
(1R)-(-)-Menthyl acetate,-18.821269946453477,-32.259552045913544,0.941480050348036,30.348184130270912,-12.781613548236752,-57.53690036418311,7.953450706442298,10.055118624295904,15.782555708444637,-65.05559469583575,38.211974940156026,38.22369414279176,-13.792421479584542,28.909404677024355,-46.55724884395195
(1S)-(+)-Neomenthyl acetate,16.222898810579288,38.55522140117271,-19.54332299327343,-15.917433615172248,1.9091664367082788,-42.96584228647205,-6.995946947376845,3.284882511249835,-27.655975713683585,73.6468282113329,19.659406367028698,50.77744692390309,-3.87853276483579,-4.508358159303824,-32.30564617712393
(R)-(+)-Citronellal,-16.802283582049,-25.949804433114206,0.05743504042088152,-0.15775659501769343,7.264181891452614,-2.33332825501568,0.03513964632079251,-0.1563923805738096,-8.470375340190811,-0.8924592245533932,-7.265952474401328,-5.165774929169789,-3.7408379393124225,-3.619127613248859,0.11475395720493484
(S)-(+)-2-Heptanol,-13.722108315405881,-39.18890846924588,-2.8062357545552055,-7.4131069370633424,0.836428952152926,1.486866357726369,-4.917791820922805,-0.038197382408079406,-7.404371661543959,-0.04409277893617189,4.259726791071845,-7.946149216077398,3.4159982088778924,3.4777009119692304,2.643853076423829
(S)-(+)-2-Butanol,-14.455720669279915,-40.268749674975005,-4.173375951018294,-4.899608921590357,0.19121255707537674,-2.422950510794124,-3.8595050478726454,5.659256376313259,1.4096919795173437,2.4230592503617,0.8641119773799436,-2.8863072703946138,-7.966080857295464,-4.124024094648463,2.797148158787371
Methyl (S)-(-)-lactate,-6.781991104682328,7.876686999530333,57.3620577022271,21.448683226089244,8.864473208149523,-46.90981372247102,5.583960086992458,-5.591932353922508,-45.90286490762558,0.8771478113697634,-14.318787408692843,10.259663893900507,18.005159508259833,0.09978535956877185,-1.9851780090226738
(S)-(+)-2-Nonanol,-20.485770042746086,-38.3302706276416,-1.533855810323366,-9.428574527023093,2.469371713756209,-0.47009698975291364,-3.178125342611219,-0.6780915405286411,-6.468959518518155,-3.638062616350365,1.793256479023272,-2.636612418668623,2.487983063520126,1.8729629902581717,3.666418175513882
(R)-(-)-2-Decanol,-13.55249963487307,-37.64660897740234,-3.87969419950172,-8.113640537280139,0.45905565600304915,-0.6307235132535103,-0.6875493398386323,-3.994076773957029,0.49346964151806566,-1.3711595908495335,-7.377475885756341,6.842327411154697,-0.8581394885206862,-9.105796042166293,-2.331114425347211
(R)-(+)-Methyl 3-hydroxy-2-Methylpropionate,9.705256053041948,0.8206773037298525,3.977491735524873,19.976072125142533,14.153981299577097,-18.784800008143502,-0.5275247582566975,8.306679035655158,-16.387064282856183,6.694312774278806,16.08209715260313,-1.651747491097081,-1.3780263809273525,6.440658150477197,-2.1657290762760337
Methyl (S)-(+)-mandelate,4.395659716188484,6.933959672516742,126.9593989393657,37.27518435169266,-7.233578725920066,-75.53551155422068,13.604071679014732,-9.971035625977215,12.023786678692415,-4.633528895599441,-3.6212278117220915,-6.955169968524362,-11.161386939282197,1.048537830443255,-4.452471506322162
Ethyl (S)-(+)-mandelate,-37.25573939813419,27.448054039245363,149.3306652029186,52.77413437301204,12.860359083779995,-52.94010737774531,3.8940838576779004,-7.358461335603265,20.068626704666755,5.292667889928507,-4.014427067891849,-4.870638914847224,-17.538908574623676,-1.5597755061497827,0.3864763395611072
(S)-(+)-4-Methyl-2-pentanol,-17.774119663383892,-40.297268602110165,-9.678418797340038,-2.587261232540106,2.872062881283236,5.315011162102309,-7.242946461055815,-4.410630281620819,-0.27491056370307954,-1.2381448924890928,7.416057400581359,-16.540965730434888,4.7063332654690715,8.61384597576577,-5.810830787779371
(R)-(+)-2-Methyl-1-phenyl-1-propanol,-12.79586501282677,-40.63334253751878,-2.0736152283517626,-9.034490188276619,1.6792905052544513,0.10171209871848425,0.11681308393198572,-7.3749380423179485,0.98800487388391,-0.18660776544949453,-1.7034764735346755,5.186206783850815,5.954556966568356,-4.096649735303159,2.2736154427960784
(1S)-(+)-Menthyl acetate,13.195101678060992,124.51460477202221,12.81354691099667,57.46764108972884,30.455265134580475,-14.837788486813606,-11.34473516569839,-35.33128654199047,-35.164125731354005,91.91849904395963,-2.0585286426255514,-13.416400408466103,-8.481712911178377,0.587897044991081,17.19730475253831
(R)-(-)-2-Butanol,-11.556495961916992,-33.78967899151019,-5.552351455076863,-10.442132468751788,-1.170384487480381,0.7287335624490455,-2.066267094388251,-3.7678912451467723,-7.681374337068326,-5.954068919711989,-5.912012754197633,2.824216075325847,7.474951278214866,-0.9336056501271377,-0.2758690093353696
(1S)-(+)-4-Oxomyrtenyl pivalate,27.423407517259992,9.73084144386782,-3.3720332042669754,85.40685235770171,16.220548835412263,2.3727872411284854,56.64295559829866,-17.88399862304615,31.217515968341516,6.389527456980672,-5.285326669678158,0.2612376355608325,-0.2048666763433419,9.061153905504394,-12.79506334869671
(R)-(-)-2-Pentanol,-8.346149237372444,-39.7129838107242,-1.5642318963542585,-7.422758580265174,0.33459858134631487,-0.7239577649914194,-1.473467945938806,-2.409638449114076,-4.184522667980027,0.21645221874150014,-4.916862880569972,7.853439799737672,-1.6740477826086169,-6.782966590948169,-0.04419611478218267
(-)-Menthone,-14.877463772869925,11.170305821778035,-7.677251906878485,43.94060482509965,12.968763364091066,27.600000734672463,-9.964315480837726,25.10434241374359,36.62053423187212,-8.000600326107227,-44.62182742712519,-16.542662179548667,8.670555092278866,11.491593914508476,-1.3595578930870582
L-Menthone,6.952861101599957,-2.4557481690904557,-9.059848286670311,38.03061260683532,15.214507039287549,27.18042960371219,-11.615669785489143,27.452008443651557,39.6752400035133,-10.033131485933643,-42.81327552207151,-16.0470204811682,5.628560633172401,12.037365041561047,-1.2906633722006127
(S)-(+)-2-Octanol,-14.351891789552468,-35.093505795226186,-4.7360730621112275,-9.053882436601953,0.6518660513801868,0.08546892493786776,-4.692552326485273,4.314918622171893,-5.894733491597381,-0.19343622565189,3.9790144604631172,-7.783527576569412,-1.9315326551252947,0.9585714819204045,7.399774992515199
(R)-(-)-2-Hexanol,-13.862725856295043,-39.47843379639892,-2.253581164817996,-7.772954966369579,1.3722592311509043,-0.7997618469187441,0.1421033017191311,-6.473333888352098,-4.31918041116454,-3.009719700603983,-9.09817120743416,8.710534054568708,5.202413599886794,-5.269803702158269,-3.3984746328017144
(S)-(+)-2-Chloro-1-propanol,-14.243502419841498,-39.64713535946004,1.2631945590330298,-4.4534321696967085,-2.1767252621279183,-5.928844935562326,-1.0669356672558208,0.9938623321579301,1.0160796526042077,-2.5813971492113548,-2.7473217641365832,11.583371070331934,1.203900594308948,-4.185440963338474,-2.7917401712432786
(R)-(+)-Limonene,-12.75572189966352,-25.83418823587541,-10.791785578468694,-0.14190477016027003,-8.931664327405406,-2.3580392484792245,-1.251737230452147,2.1750474787952903,-10.546324613917427,5.097964795293962,-3.2116795604139248,-0.415563484688256,1.8051350192976054,-6.442043133407195,-6.460002863159966
(R)-(-)-2-Octanol,-12.759088123313846,-40.326275121307944,-2.7244570980923086,-6.505384635781929,2.0354394552208364,-1.574114863304389,0.4004295485421895,-2.284819440042911,-1.1555322649914255,-1.8848049575721415,-9.043696746323857,6.693014573886454,1.8318808799199706,-6.389069303028322,-3.174396034009653
(R)-(-)-2-Heptanol,-12.640707154429826,-38.200242328191614,-4.501213574693737,-8.47225055369658,2.344598713140535,-2.2582702532217995,0.647063456571488,2.530175902216598,-0.7855507081084764,-1.1908116653712324,-9.263564621359626,5.750860394934115,-2.644716491637578,-8.659579125717137,1.3940407600335643
(1S)-(-)-Camphor,-18.42609965398645,15.060598344218494,20.998384845086917,41.172110828329046,4.005945953295618,-30.9928891789421,8.746352538150424,-7.1606080804236125,15.09661155050479,4.463094867896322,-5.725366426778126,-58.56233565111203,6.445566865919771,2.8128932551183463,12.029232560468277
Methyl (R)-(+)-lactate,32.66609499088387,35.13575366689601,-55.00026922780795,19.773250008183226,41.71675645852597,-19.694852954871628,11.852261430534503,-28.76490666780604,37.41424524085883,19.736509821496572,8.004736913130449,-17.049494803804638,-13.542557620828271,13.795767610047914,3.216715913261584
(R)-(-)-4-Methyl-2-pentanol,-13.202507318435227,-33.078479750699,0.8876678246444919,-11.204189626226507,-1.7543125216027717,-7.544449900484642,2.6313758505168776,7.406498592135332,-6.78028894691251,-1.6116301065032597,-12.261762155344739,15.693347426304575,-5.037906663563093,-13.777520421012348,9.044652846151045
(S)-(-)-Methyl 3-hydroxy-2-Methylpropionate,-0.5401231952871682,13.550117211900234,12.667886772405959,30.071542253650122,6.4509633192330185,-7.409683558167203,-2.320248785309006,-17.440804625863166,12.868196777181222,-8.300189586235176,-16.307401165018785,9.10488653787444,1.366928358321439,-0.4954563158672884,-3.856402145197978
(R)-(+)-2-Methyl-1-phenyl-1-propanol,-13.343497919403,-33.87209952052521,-2.2952735669667246,-2.746241311987845,-2.6678129637787156,0.709157500476394,-0.7247501106906907,-9.439456360100005,1.645641734795805,-0.5629423123017927,-1.5434141716245986,6.176485827175806,6.440652568801114,-4.01313287451901,2.319179391528009
(R)-(-)-2-Nonanol,-16.94469236832094,-34.80306642843519,-6.010042989695829,-8.094067788087747,0.8490539280850699,0.18071476190286173,-0.3096284746865688,2.3542246770352526,-0.9947486447228143,1.632708448959359,-8.414631114005813,1.5847835502985947,-2.2316797695673474,-9.11469986485048,0.19591011719656812
(1S)-(+)-3-Carene,-13.797226197815892,-35.80661264795215,-1.4420573591612118,-6.684062963751092,-2.4171346033832886,0.24912026781473462,3.1393507314084363,1.3093201897327595,-5.171138516000464,-1.2451262999687307,-4.4746905252911295,0.1965914594166115,1.0451844483132957,-4.458730799587041,3.1867310357676577
(S)-(-)-Limonene,-18.001391742592485,-39.118728924864264,4.938562109586352,-3.974817036497803,-0.56941216602084,2.2366205883727917,-1.9374230423859267,-0.9040754119545336,1.0053052813100076,-1.7185547359944333,-3.4858243478005084,-2.845172760596595,1.6602732909574218,-3.1226954031903307,10.173400017757663
(R)-(+)-β-Citronellol,-14.211108477678586,-32.03440838059646,-0.9867437031103249,-0.13766730709070701,-5.78980847012366,-3.5379289790476562,-3.4635479282521775,0.8994479003532607,-3.4572716866161834,-0.5732327851072955,-2.0622390859107944,1.114900455618412,2.8303358755933714,-1.604126995691071,1.7572502660059555
"(1S,2S,3R,5S)-(+)-Pinanediol",-11.990542246543958,-27.759012407316813,-26.257640219668854,-6.202223906870706,-0.0967320391569609,-23.91461076920159,-9.54490934117508,67.49627214105648,44.586439023521805,44.78216690750469,6.467119461602194,-2.6367577440203624,-14.361077035618452,2.5870415582032753,-37.284795607924146
Benzyl (S)-(-)-lactate,-9.20082560214228,0.12350308011855313,62.731227956161135,28.950559559878318,5.505470401860287,-48.05090057240404,2.3470709228036126,-9.25400138298927,-26.941751964156207,-8.483285745153834,7.704716971779978,8.174643063825267,14.559533267913325,-3.691915632193943,2.7464039813933505
(R)-(+)-1-Phenyl-1-butanol,-9.02103727225565,-44.52038288130456,-3.186263978205638,-1.580247190062689,4.918787692664027,-4.72573113717345,-4.210316011751602,1.9816545510092194,-2.609104475392943,3.498786450093189,-2.0160874356003666,-6.182078238067124,-4.3981495075431285,0.49072943006368386,5.517368857760551
(S)-(-)-Perillyl alcohol,-12.132977920185711,-32.69453233909311,4.099123979419743,0.4152213441588446,-5.312147855571247,3.00488858599681,-3.1740786373061227,1.5490613612142792,8.283154677992506,-2.1605210151706498,-5.727102634383048,-2.6482107521368263,-2.962857732765008,-2.4420739644601066,8.948061202555746
"(1S,2S,3S,5R)-(+)-Isopinocampheol",-16.20074281344092,-24.83162197841194,-34.51603689143373,-9.362641267150526,1.2500178158768525,-31.62221284596885,-11.802126325358094,90.94292254864376,61.94086056069327,60.09719382277235,10.07658651039761,-2.8454427702412124,-20.72140540881596,4.033261544588852,-51.49597712996615
(1R)-(+)-α-Pinene,-16.816130623153963,-37.26728529378044,-2.1770405229223497,-10.614853538614259,-0.9773992061275902,0.3144817565903395,-1.9664049103938475,4.979035276340353,3.014947166821053,5.761801059975049,-7.717920946816553,-1.4258472746966147,-0.9611209925231177,-2.3157078131137334,8.001141956859918
Ethyl (R)-(-)-mandelate,29.10547219896751,59.85606683827873,-136.30578555620122,29.97464821915503,37.035927348911486,-5.630440522578897,-2.5474396091804588,-30.18641844365796,-19.02944075525849,11.718535409829757,4.67062601127271,8.27809409654037,2.4864174562396513,18.512735573962757,-13.5834074512943
(1R)-(-)-Camphorquinone,-68.15180258736606,5.773631533185158,28.86631249921052,18.39804204803235,-10.191528741118892,-40.432270783808235,8.525349503425263,-20.843817179890724,29.135075559182994,3.1731894655483295,11.02930571443119,25.460464357867696,59.13516202427372,7.18518287795953,28.72814594161354
(1S)-(+)-Camphorquinone,-100.93157225953482,38.052832427105415,-27.92539472254032,9.88125401129252,12.643463825966666,-22.169461470988093,8.30712556347309,-9.31855846771203,-13.327571516917033,33.51235244822092,-7.756331273312076,-57.33387129608491,27.219266793920777,-14.675188063759391,7.880252276377019
(R)-(+)-Perillyl alcohol,-21.286602835079,-22.537055886038612,-13.549442450069334,2.3861175032732005,-9.708654341094002,-4.175377360674798,-0.8379577160549351,0.9199224520821984,-14.582245350773738,2.9057222949132826,4.438456776448041,1.895558602034748,3.671279365356463,-5.666103960191418,-9.73074807578888
(S)-(+)-Carvone,-16.552135250657976,-20.828310017838927,-6.846304072641417,21.908830298046762,-34.05130777753301,26.640580817523233,68.93251391699953,12.808184766088075,-16.74559580137925,1.5312135775097753,0.39278275775399896,9.014549068450828,-9.807039239075223,-21.946923597618746,-8.646170291151323
(+)-Isoplegol,-23.015009840641262,-42.36517091679726,4.273902996569707,1.3094668538620706,-3.968413660760991,3.277000924509554,-2.6464453924960414,-10.237460247719616,6.999229764389434,-4.016564902796737,-3.657378437770421,-6.4966505918401385,-4.9005769091304945,-10.799470211498749,10.584817656230232
(R)-(-)-4-Phenyl-2-butanol,-14.849105742998532,-38.981479858725294,-2.8723257746137616,-2.941313340635727,-1.2882720657662003,-6.290616328513793,-5.307066289655709,1.9105027320683474,-4.02888170989483,-3.5049333896126464,1.4224614769349464,-3.2982855352872726,4.65294867711025,2.9815287434038846,-2.628149903329281
(S)-(-)-Citronellal,16.785999685876924,-15.367591133592745,11.239644996422104,11.569356616679908,5.533965586761225,2.1958622430737127,-3.004154006470147,0.7292661670304567,1.76184035279003,1.9284433765956883,-0.7307816630830107,2.2516324283379054,-3.662619715512319,-7.792589908734616,-0.1294019964304716
(R)-(-)-4-Phenyl-2-butanol,-14.450639576130605,-34.941421372800875,-5.672573332746957,-10.762853935468925,0.906051675119804,2.8067769170847954,-0.7988442044237153,-0.2603241857390014,-2.5106561030926766,1.6650680248440548,-5.7654882355477195,2.8593169882251246,-5.1508924225844375,-7.418727951313961,6.1824493451199105
Diisopropyl (R)-(+)-malate,74.65979407535838,1.1892827426694645,-18.22359513343527,15.542729286637934,47.95649158903453,-41.61400758273545,28.578038648933145,-51.027362229395656,67.98247030979714,-19.40913928614634,2.409327877599533,7.4757478232083034,5.045700702667869,37.71101898347976,-2.3023861197020046
(-)-Isocaryophyllene,7.530661438924419,-34.3438347435094,-11.059609742896702,2.5768029957024403,-3.415417597821897,2.7588257237734193,-4.62353666881321,-0.03855656379928251,0.5093507165242711,-3.6656930153086895,-3.301869950447334,-6.528703783089778,-2.2564419334588317,6.611561109533519,10.65324713585448
(+)-Cyclosativene,-19.22196065439588,-40.443666553720576,-4.7840878419497255,-9.01087505719203,4.2234377701525885,-4.431104777205518,1.8970522091660402,0.09353122035292652,-3.6608464481089475,1.2386660882785125,-2.4233421135825757,5.052925508192751,3.967240540274025,-6.040239256822051,-7.838973125724916
Diisopropyl (S)-(-)-malate,-78.49077785573077,95.05789883807334,49.671534266245054,57.69853443424269,41.549180136605166,-23.13782144123402,-1.5776839661385094,17.094719992967917,-44.072514068855554,30.509421716778206,0.4911939061617829,-3.659356707470519,-1.8160595175372052,-12.818255293503844,-8.839608061695479
(1R)-(-)-Neomenthyl acetate,-26.7092055232545,1.7268394362133483,42.407660961464465,49.85579922963184,26.799656430942424,-32.134157320673495,14.042489393997792,-24.584566275978606,10.682346942263726,-49.16841534124729,18.4765796667203,-21.487007788395122,-25.541620987294507,46.53431258092549,4.867793727886931
Methyl (R)-(-)-mandelate,-12.01853817817162,44.489713499397155,-134.40234035674908,18.622360592039012,44.25941300236691,2.5372021458940015,-3.172136268654628,-27.167736244866692,-3.9549936422129286,14.235190131549805,2.353330444140779,8.280970603871888,8.851687620741679,24.134628215747682,-1.1642908957538436
"(1S,2R,5S)-(+)-Menthol",-8.760878433882864,-29.179285487265798,-24.692238233597752,-11.433507751223452,3.9678895007564794,20.368204279939086,-16.817645707922498,-29.739941455545058,-0.041213738514726414,26.986948391852984,15.381224086179099,-19.927953375069972,-10.373690179943058,0.10808094310408042,20.530818776526818
Ethyl (R)-(-)-mandelate,29.431453152009986,42.067393726563914,-135.97877824268224,15.50665245958913,48.41734781353561,-0.5721104296566296,0.2206136583999992,-27.76308156200672,-20.05080991133036,12.269091972458291,4.350791251449917,10.168527756169953,2.256010131682349,19.44250807717979,-15.669124866189469
(S)-(-)-Pulegone,-38.56664420119484,-23.901647341819277,17.95415975685455,16.405435575646475,-19.76711656617374,6.531692469592399,21.00158790562538,0.8288310993705301,-28.713244574434675,6.601543596947413,8.213817885369618,4.2276259450530285,3.8768433888943115,-16.406580642108946,-19.874379547043095
Ethyl (R)-(-)-mandelate,15.274550098382319,17.754678132523647,-112.3720122046317,-0.34951121058610085,39.03909812066494,5.22552005236014,0.2767506298879185,-20.969286784713628,-21.40681593176218,10.10626599511362,-2.6946356633512787,2.651257595856449,-0.3238078448884052,13.339916289104961,-9.621688438456921
Methyl (R)-(-)-mandelate,4.549350364722301,29.96180825872255,-98.07375166888666,17.83748716819362,32.0398201437757,-0.7833694001041906,-2.3435243482340176,-27.081327642283735,-6.452109360143105,13.074926995450857,-4.928080983143872,-1.1747729195262913,-1.5344361516675986,26.065346758151357,-3.7543485465307
